SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;INCLUDEDBYMOEX;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;EVENINGSESSION;MORNINGSESSION;WAPRICE;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;REPLBOND;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0;FULLCOVERED
RU000A1097X8;БИАНКА-01;БИАНКА ПРЕМИУМ БО-01;Биржевые облигации;RU000A1097X8;4B02-01-00166-L;3;1000;RUB;200000;0;0;TQCB;Т+: Облигации - безадрес.;29.07.2027;;;758;0;0;12;0;0;100,46;25,31;11.11.2024;23;18,9;3;27;30;13.08.2024;1000;;13.08.2024;False;1017;;"Общество с ограниченной ответственностью ""Бианка Премиум""";7719857936;1;100,66;1008,49;0;2016,98;0;2016,98;0;2016,98;100;;;;;100;100;1
RU000A109825;АЗБУКАВКП3;АЗБУКА ВКУСА БОП3;Биржевые облигации;RU000A109825;4B02-03-36155-R-001P;3;1000;RUB;1050000;0;0;TQCB;Т+: Облигации - безадрес.;22.06.2034;;;552;0;0;12;0;0;100,12;21,14;11.11.2024;21;17,26;3;27;30;13.08.2024;1000;;13.08.2024;False;3537;06.08.2026;"Общество с ограниченной ответственностью ""Городской супермаркет""";7705466989;1;99,95;1001,23;0;2002,46;0;2002,46;0;2002,46;100;;;;;10;10;1
RU000A109833;СберИОС639;СберИОС 001Р-639R 3Г TW IMOEX;Биржевые облигации;RU000A109833;4B02-669-01481-B-001P;3;1000;RUB;200530;0;0;TQCB;Т+: Облигации - безадрес.;02.09.2027;;;1050;0;0;1;0;0;;;02.09.2025;0,01;0,1;43;322;365;02.09.2024;1000;;02.09.2024;False;1052;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;106,25;1062,5;0;2125;0;2125;0;2125;100;;;;;100;100;1
RU000A109841;СберИОС640;СберИОС 001Р-640R 3Y IMOEX;Биржевые облигации;RU000A109841;4B02-670-01481-B-001P;3;1000;RUB;200356;0;0;TQCB;Т+: Облигации - безадрес.;02.09.2027;;;1050;0;0;1;0;0;;;02.09.2025;0,01;0,1;43;322;365;02.09.2024;1000;;02.09.2024;False;1052;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;108,65;1086,5;0;2173;0;2173;0;2173;100;;;;;100;100;1
RU000A109874;СамолетP15;ГК Самолет БО-П15;Биржевые облигации;RU000A109874;4B02-15-16493-A-001P;1;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;30.07.2027;;;791;0;0;12;0;0;99,95;21,39;12.11.2024;19,5;16,03;2;28;30;14.08.2024;1000;;14.08.2024;False;1018;;"публичное акционерное общество ""Группа компаний ""Самолет""";9731004688;1;99,93;1000,37;900,33;1100,41;870,32;1130,42;840,31;1160,43;10;100000;13;500000;16;10;10;0
RU000A109890;ВЭББНКР 07;МФК ВЭББАНКИР 07;Биржевые облигации;RU000A109890;4B02-06-00606-R-001P;3;1000;RUB;150000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;26.01.2028;;;755;1;1;12;0;0;100,12;24,84;12.11.2024;24;19,73;2;28;30;14.08.2024;1000;;14.08.2024;False;1198;;"Общество с ограниченной ответственностью микрофинансовая компания ""ВЭББАНКИР""";7733812126;1;100,03;1001,62;0;2003,24;0;2003,24;0;2003,24;100;;;;;100;100;1
RU000A1098F3;Систем1P31;АФК Система БО 001Р-31;Биржевые облигации;RU000A1098F3;4B02-31-01669-A-001P;1;1000;RUB;11500000;0;0;TQCB;Т+: Облигации - безадрес.;08.11.2028;;;1484;0;0;4;0;0;97,77;0;13.11.2024;;;62;29;91;14.08.2024;1000;;14.08.2024;False;1485;;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;97,71;1012,04;0;2024,08;0;2024,08;0;2024,08;100;;;;;10;10;1
RU000A1098H9;СПРИНТ-02;С-ПРИНТ 001Р-02;Биржевые облигации;RU000A1098H9;4B02-02-00778-R-001P;3;1000;RUB;150000;0;0;TQCB;Т+: Облигации - безадрес.;09.08.2029;;;820;0;0;4;0;0;87,61;32,14;14.11.2024;23;57,34;61;30;91;15.08.2024;1000;;15.08.2024;False;1759;;"Общество с ограниченной ответственностью ""С-Принт""";7447165728;1;87,66;915,04;0;1830,08;0;1830,08;0;1830,08;100;;;;;100;100;1
RU000A1098T4;Сульфур1P1;СибСульфур БО-01-001P;Биржевые облигации;RU000A1098T4;4B02-01-00156-L-001P;3;1000;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;12.08.2027;;;693;0;0;4;0;0;99,36;27,83;14.11.2024;25;62,33;61;30;91;15.08.2024;1000;;15.08.2024;False;1031;;"Общество с ограниченной ответственностью ""СибСульфур""";2466127447;1;99,5;1036,78;0;2073,56;0;2073,56;0;2073,56;100;;;;;34;23;1
RU000A1098U2;АЙГЕНИС-01;АЙГЕНИС-01;Биржевые облигации;RU000A1098U2;4B02-01-00103-L;3;1000;RUB;200000;0;0;TQCB;Т+: Облигации - безадрес.;12.02.2026;;;412;1;0;4;0;0;99,11;27,17;14.11.2024;24;59,84;61;30;91;15.08.2024;1000;;15.08.2024;False;485;;"Общество с ограниченной ответственностью ""Инвестиционная компания ""Айгенис""";9729319955;1;99,14;1031,51;0;2063,02;0;2063,02;0;2063,02;100;;;;;100;100;1
RU000A1098W8;ДОМ 1P-18R;ДОМ.РФ АО 001P-18R;Биржевые облигации;RU000A1098W8;4B02-18-00739-A-001P;2;1000;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;15.12.2025;;;;0;0;;0;0;;;15.12.2025;18,5;246,84;61;426;487;15.08.2024;1000;;15.08.2024;False;426;;"Акционерное общество ""ДОМ.РФ""";7729355614;1;95,59;986,82;819,06;1154,58;789,46;1184,18;759,85;1213,79;17;300000;20;1500000;23;10;10;0
RU000A109908;МВ ФИН 1Р5;МВ ФИНАНС 001Р-05;Биржевые облигации;RU000A109908;4B02-05-00590-R-001P;3;1000;RUB;3750000;0;0;TQCB;Т+: Облигации - безадрес.;06.08.2026;;;659;0;0;12;0;0;100,35;0;14.11.2024;;;0;30;30;16.08.2024;1000;;16.08.2024;False;660;;"Общество с ограниченной ответственностью ""МВ ФИНАНС""";9701168311;1;100,29;1002,9;0;2005,8;0;2005,8;0;2005,8;100;;;;;13;10;1
RU000A109916;РостелP10R;Ростелеком ПАО 001P-10R;Биржевые облигации;RU000A109916;4B02-10-00124-A-001P;2;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;14.08.2026;;;;0;0;4;0;0;;;15.11.2024;19,25;47,99;60;31;91;16.08.2024;1000;;16.08.2024;False;668;;"Публичное акционерное общество ""Ростелеком""";7707049388;1;104,95;1081,14;929,78;1232,5;897,35;1264,93;864,91;1297,37;14;200000;17;1000000;20;14;10;0
RU000A109932;ВТБС1-1245;Банк ВТБ С-1-1245(структурные);Корпоративные облигации;RU000A109932;6-1245-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;25.08.2025;;;;1;0;1;0;0;;;25.08.2025;0,01;0,1;55;314;369;21.08.2024;1000;Структурные облигации;;False;314;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109965;ВТБС1-1248;Банк ВТБ С-1-1248(структурные);Корпоративные облигации;RU000A109965;6-1248-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;27.02.2026;;;;1;0;;0;0;;;27.02.2026;0,01;0,15;54;500;554;22.08.2024;1000;Структурные облигации;;False;500;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109981;Джи-гр 2Р5;Джи-групп 002P-05;Биржевые облигации;RU000A109981;4B02-05-10609-P-001P;2;1000;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;31.08.2027;;;1049;0;0;12;0;0;99,89;0;14.11.2024;;;0;30;30;16.08.2024;1000;;16.08.2024;False;1050;;"Акционерное общество ""Джи-групп""";1660359180;1;99,84;998,4;0;1996,8;0;1996,8;0;1996,8;100;;;;;13;10;1
RU000A1099A2;НоваБевБП7;НоваБев Групп 002P БО-П07;Биржевые облигации;RU000A1099A2;4B02-05-55052-E-002P;1;1000;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;05.08.2027;;;786;0;0;12;0;0;100,18;3,01;19.10.2024;19,4;15,95;26;4;30;20.08.2024;1000;;20.08.2024;False;1024;;"Публичное акционерное общество ""НоваБев Групп""";7705634425;1;100,1;1014,82;0;2029,64;0;2029,64;0;2029,64;100;;;;;10;10;1
RU000A1099E4;МОЭ 1Р01;Мособлэнерго 001Р-01;Биржевые облигации;RU000A1099E4;4B02-01-11394-A-001P;2;1000;RUB;3500000;0;0;TQCB;Т+: Облигации - безадрес.;25.07.2029;;;1743;0;0;12;0;0;100,76;0;19.10.2024;;16,68;26;4;30;20.08.2024;1000;;20.08.2024;False;1744;;"акционерное общество ""Московская областная энергосетевая компания""";5032137342;1;100,43;1018,75;0;2037,5;0;2037,5;0;2037,5;100;;;;;13;10;1
RU000A1099F1;АЛЬФС1-462;АЛЬФА-Б C-1-462 (структурные);Корпоративные облигации;RU000A1099F1;6-462-01326-B-001P;;1000;RUB;;0;0;OCBR;OTC: Облигации с ЦК - двусторонние;05.03.2027;;;;1;0;;0;0;;;05.03.2027;0,01;0,25;34;871;905;11.09.2024;1000;Структурные облигации;;False;871;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A1099G9;АЛЬФС1-463;АЛЬФА-Б C-1-463 (структурные);Корпоративные облигации;RU000A1099G9;6-463-01326-B-001P;;1000;RUB;;0;0;OCBR;OTC: Облигации с ЦК - двусторонние;07.10.2026;;;;1;0;;0;0;;;07.10.2026;0,01;0,21;34;722;756;11.09.2024;1000;Структурные облигации;;False;722;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A1099H7;АЛЬФС1-464;АЛЬФА-Б C-1-464 (структурные);Корпоративные облигации;RU000A1099H7;6-464-01326-B-001P;;1000;RUB;;0;0;OCBR;OTC: Облигации с ЦК - двусторонние;07.07.2026;;;;1;0;;0;0;;;07.07.2026;0,01;0,18;25;630;655;20.09.2024;1000;Структурные облигации;;False;630;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A1099J3;АЛЬФС1-465;АЛЬФА-Б C-1-465 (структурные);Корпоративные облигации;RU000A1099J3;6-465-01326-B-001P;;1000;RUB;;0;0;OCBR;OTC: Облигации с ЦК - двусторонние;02.10.2025;;;;1;0;1;0;0;;;02.10.2025;0,01;0,1;13;352;365;02.10.2024;1000;Структурные облигации;;False;352;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A1099K1;АЛЬФС1-466;АЛЬФА-Б C-1-466 (структурные);Корпоративные облигации;RU000A1099K1;6-466-01326-B-001P;;1000;RUB;;0;0;OCBR;OTC: Облигации с ЦК - двусторонние;01.04.2026;;;;1;0;;0;0;;;01.04.2026;0,01;0,15;13;533;546;02.10.2024;1000;Структурные облигации;;False;533;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A1099P0;БДеньг-2P7;МФК Быстроденьги 002Р-07;Биржевые облигации;RU000A1099P0;4B02-07-00487-R-002P;3;1000;RUB;150000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;03.02.2028;;;792;1;1;12;0;0;99,95;27,21;21.10.2024;24,25;19,93;24;6;30;22.08.2024;1000;;22.08.2024;False;1206;;"Микрофинансовая компания ""Быстроденьги"" (Общество с ограниченной ответственностью)";7325081622;1;99,94;1015,35;0;2030,7;0;2030,7;0;2030,7;100;;;;;100;100;1
RU000A1099S4;Новосиб 24;Новосибирская область 34024;Региональные облигации;RU000A1099S4;RU34024ANO0;1;1000;RUB;13500000;0;0;TQCB;Т+: Облигации - безадрес.;17.08.2029;;;901;0;0;4;0;0;100,06;18,94;19.10.2024;19,5;30,45;53;4;57;23.08.2024;1000;;23.08.2024;False;1767;;Министерство финансов и налоговой политики Новосибирской области;5406634649;1;99,97;1028,02;904,66;1151,38;873,82;1182,22;842,98;1213,06;12;270000;15;1350000;18;10;10;0
RU000A1099V8;СовкмЛ П07;Совкомбанк Лизинг БО-П07;Биржевые облигации;RU000A1099V8;4B02-07-00303-R-001P;2;1000;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;08.08.2027;;;624;0;0;12;0;0;100,4;0;22.10.2024;;;23;7;30;23.08.2024;1000;;23.08.2024;False;1027;;"Общество с ограниченной ответственностью ""Совкомбанк Лизинг""";7709780434;1;100,32;1016,43;0;2032,86;0;2032,86;0;2032,86;100;;;;;12;10;1
RU000A1099W6;ЕДА-01;ПРОСТАЯ ЕДА 001Р-01;Биржевые облигации;RU000A1099W6;4B02-01-00167-L-001P;3;1000;RUB;200000;0;0;TQCB;Т+: Облигации - безадрес.;20.08.2027;;;763;0;0;4;0;0;100,13;24,96;22.11.2024;23;57,34;53;38;91;23.08.2024;1000;;23.08.2024;False;1039;;"Общество с ограниченной ответственностью ""Простая еда""";1215229593;1;99,98;1033,2;0;2066,4;0;2066,4;0;2066,4;100;;;;;16;10;1
RU000A109A34;СберИОС644;СберИОС 001Р-644R 5Г AC IMOEX;Биржевые облигации;RU000A109A34;4B02-671-01481-B-001P;3;1000;RUB;22486;0;0;TQCB;Т+: Облигации - безадрес.;27.09.2029;;;1806;0;0;12;0;0;;;04.04.2025;0,01;0,05;28;171;199;17.09.2024;1000;;17.09.2024;False;1808;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;94,65;946,5;0;1893;0;1893;0;1893;100;;;;;100;100;1
RU000A109A42;СберИОС645;ИОС_PRTACm_SBER-5Y-001Р-645R;Биржевые облигации;RU000A109A42;4B02-672-01481-B-001P;3;1000;RUB;456339;0;0;TQCB;Т+: Облигации - безадрес.;27.09.2029;;;1806;0;0;12;0;0;94,5;0;04.04.2025;0,01;0,05;28;171;199;17.09.2024;1000;;17.09.2024;False;1808;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;92,75;927,5;0;1855;0;1855;0;1855;100;;;;;100;100;1
RU000A109A75;ВТБС1-1252;Банк ВТБ С-1-1252(структурные);Корпоративные облигации;RU000A109A75;6-1252-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;27.08.2025;;;;1;0;1;0;0;;;27.08.2025;0,01;0,1;49;316;365;27.08.2024;1000;Структурные облигации;;False;316;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109AH0;ВТБС1-1262;Банк ВТБ С-1-1262(структурные);Корпоративные облигации;RU000A109AH0;6-1262-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;02.09.2025;;;;1;0;1;0;0;;;02.09.2025;0,01;0,1;47;322;369;29.08.2024;1000;Структурные облигации;;False;322;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109AJ6;ВТБС1-1263;Банк ВТБ С-1-1263(структурные);Корпоративные облигации;RU000A109AJ6;6-1263-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;18.09.2025;;;;1;0;;0;0;;;18.09.2025;0,01;0,1;34;338;372;11.09.2024;1000;Структурные облигации;;False;338;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109AU3;Агродом01;Агродом БО-01;Биржевые облигации;RU000A109AU3;4B02-01-00171-L;3;1000;RUB;200000;0;0;TQCB;Т+: Облигации - безадрес.;22.02.2028;;;847;1;0;4;0;0;99,23;34,25;26.11.2024;24;59,84;49;42;91;27.08.2024;1000;;27.08.2024;False;1225;;"Общество с ограниченной ответственностью ""АгроДом""";6455065370;1;99,48;1027,02;0;2054,04;0;2054,04;0;2054,04;100;;;;;100;100;1
RU000A109B33;Газпн3P13R;Газпром нефть БО 003P-13R;Биржевые облигации;RU000A109B33;4B02-13-00146-A-003P;3;1000;RUB;55000000;1;0;TQCB;Т+: Облигации - безадрес.;09.02.2028;;;1211;0;0;12;0;0;100,24;0;27.10.2024;;;18;12;30;28.08.2024;1000;;28.08.2024;False;1212;;"Публичное акционерное общество ""Газпром нефть""";5504036333;1;100,18;1011,81;880,27;1143,35;849,92;1173,7;819,57;1204,05;13;1100000;16;5500000;19;13;10;0
RU000A109B82;АЛЬЯНС 1P6;БИЗНЕС АЛЬЯНС 001P-06;Биржевые облигации;RU000A109B82;4B02-06-59083-H-001P;3;1000;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;10.02.2028;;;1212;0;0;12;0;0;100,23;0;28.10.2024;;;17;13;30;29.08.2024;1000;;29.08.2024;False;1213;;"Акционерное общество ""БИЗНЕС АЛЬЯНС""";7708582197;1;100,09;1012,31;0;2024,62;0;2024,62;0;2024,62;100;;;;;13;10;1
RU000A109BE5;ВТБС1-1277;Банк ВТБ С-1-1277(структурные);Корпоративные облигации;RU000A109BE5;6-1277-01000-B-001P;;1000;CNY;;0;1;OCTR;ОТС: Облигации Т+ - безадресные;30.09.2025;;;;1;0;1;0;0;;;30.09.2025;0,01;0,1;20;350;370;25.09.2024;1000;Структурные облигации;;False;350;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;13520,17;0;27040,34;0;27040,34;0;27040,34;100;;;;;100;100;1
RU000A109BK2;ВТБС1-1275;Банк ВТБ С-1-1275(структурные);Корпоративные облигации;RU000A109BK2;6-1275-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;07.10.2027;;;;1;0;;0;0;;;07.10.2027;0,01;0,3;12;1087;1099;03.10.2024;1000;Структурные облигации;;False;1087;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109BL0;ВТБС1-1276;Банк ВТБ С-1-1276(структурные);Корпоративные облигации;RU000A109BL0;6-1276-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;03.04.2026;;;;1;0;;0;0;;;03.04.2026;0,01;0,15;18;535;553;27.09.2024;1000;Структурные облигации;;False;535;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109DK8;ГПБ004Р11;ГПБ (АО) БО 004Р-11;Биржевые облигации;RU000A109DK8;4B02-11-00354-B-004P;3;1000;RUB;353297;0;0;TQCB;Т+: Облигации - безадрес.;30.09.2026;;;;0;0;1;0;0;;;30.09.2025;0,01;0,1;15;350;365;30.09.2024;1000;;30.09.2024;False;715;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;100;1000;0;2000;0;2000;0;2000;100;;;;;10;10;1
RU000A109DP7;ТАЛК001P03;ТАЛКлизинг001P-03;Биржевые облигации;RU000A109DP7;4B02-03-00489-F-001P;3;1000;RUB;350000;0;0;TQCB;Т+: Облигации - безадрес.;18.08.2027;;;549;0;0;12;0;0;;;01.11.2024;21,5;17,67;13;17;30;02.09.2024;1000;;02.09.2024;False;1037;;"Акционерное общество ""Тюменская агропромышленная лизинговая компания""";7202066550;1;98,47;992,36;0;1984,72;0;1984,72;0;1984,72;100;;;;;100;100;1
RU000A109DR3;СберИОС643;СберИОС 001Р-643R СБЕР КС;Биржевые облигации;RU000A109DR3;4B02-673-01481-B-001P;3;1000;RUB;212237;0;0;TQCB;Т+: Облигации - безадрес.;01.10.2025;;;349;0;0;;0;0;;;01.10.2025;0,01;0,1;20;351;371;25.09.2024;1000;;25.09.2024;False;351;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;96,45;964,5;0;1929;0;1929;0;1929;100;;;;;100;100;1
RU000A109DT9;Росагрл2Р3;Росагролизинг 002P-03;Биржевые облигации;RU000A109DT9;4B02-03-05886-A-001P;3;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;24.09.2027;;;1073;1;0;12;0;0;99,43;0;04.11.2024;;;11;20;31;03.09.2024;1000;;03.09.2024;False;1074;;"Акционерное общество ""Росагролизинг""";7704221591;1;99,35;999,74;879,77;1119,71;849,78;1149,7;819,79;1179,69;12;100000;15;500000;18;12;10;0
RU000A109DV5;ИнтЛиз1Р09;Интерлизинг 001Р-09;Биржевые облигации;RU000A109DV5;4B02-09-00380-R-001P;2;1000;RUB;4700000;0;0;TQCB;Т+: Облигации - безадрес.;19.08.2027;;;550;0;0;12;0;0;100,18;19,38;02.11.2024;21,6;17,75;12;18;30;03.09.2024;1000;;03.09.2024;False;1038;;"Общество с ограниченной ответственностью ""Интерлизинг""";7802131219;1;100,13;1008,4;0;2016,8;0;2016,8;0;2016,8;100;;;;;10;10;1
RU000A109DY9;Роснфт4P2;ПАО НК Роснефть 004P-02;Биржевые облигации;RU000A109DY9;4B02-02-00122-A-004P;3;1000;CNY;15000000;1;1;TQCB;Т+: Облигации - безадрес.;22.08.2034;;;;0;0;2;0;0;;;04.03.2025;7,75;38,64;42;140;182;03.09.2024;1000;;03.09.2024;False;3598;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;100,08;13651,59;12286,43;15016,75;11876,88;15426,3;11467,34;15835,84;10;300000;13;1500000;16;10;10;0
RU000A109E48;ВТБС1-1279;Банк ВТБ С-1-1279(структурные);Корпоративные облигации;RU000A109E48;6-1279-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;01.09.2027;;;;1;0;;0;0;;;01.09.2027;0,01;0,3;32;1051;1083;13.09.2024;1000;Структурные облигации;;False;1051;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109E55;ВТБС1-1280;Банк ВТБ С-1-1280(структурные);Корпоративные облигации;RU000A109E55;6-1280-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;05.10.2026;;;;1;0;;0;0;;;05.10.2026;0,01;0,2;13;720;733;02.10.2024;1000;Структурные облигации;;False;720;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109E71;ТрансКо2P1;ТрансКонтейнер П02-01;Биржевые облигации;RU000A109E71;4B02-01-55194-E-002P;2;1000;RUB;27000000;0;0;TQCB;Т+: Облигации - безадрес.;20.08.2027;;;1038;0;0;12;0;0;99,76;0;03.11.2024;;;11;19;30;04.09.2024;1000;;04.09.2024;False;1039;;"Публичное акционерное общество ""ТрансКонтейнер""";7708591995;1;99,73;1003,55;883,12;1123,98;853,02;1154,08;822,91;1184,19;12;540000;15;2700000;18;12;10;0
RU000A109EG4;ГПБ004Р12;ГПБ (АО) БО 004Р-12;Биржевые облигации;RU000A109EG4;4B02-12-00354-B-004P;3;1000;RUB;600000;0;0;PSAU;Размещение - адрес.;31.10.2026;;;;0;0;1;0;0;;;31.10.2025;0,01;0,1;-16;381;365;31.10.2024;1000;;;False;730;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;;;;;;;;;100;;;;;;;
RU000A109EH2;Румбрг1P12;СФО Румберг СП-1-12;Корпоративные облигации;RU000A109EH2;6-07-00761-R-001P;3;1000;RUB;208564;0;0;TQCB;Т+: Облигации - безадрес.;30.09.2026;;;;1;0;;0;0;;;;;;;;;25.09.2024;1000;Структурные облигации;25.09.2024;False;715;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество Румберг Структурные Продукты""";9714022790;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109F05;АСПЭКДом02;АСПЭК-Домстрой 02;Биржевые облигации;RU000A109F05;4B02-01-00634-R-001P;3;1000;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;03.09.2027;;;694;0;0;4;0;0;99,93;26,29;06.12.2024;24;59,84;39;52;91;06.09.2024;1000;;06.09.2024;False;1053;;"Общество с ограниченной ответственностью ""АСПЭК-Домстрой""";1835060192;1;99,88;1024,44;0;2048,88;0;2048,88;0;2048,88;100;;;;;10;10;1
RU000A109F39;СберИОС646;СберИОС 001Р-646R 1Г TW IMOEX;Биржевые облигации;RU000A109F39;4B02-674-01481-B-001P;3;1000;RUB;599698;0;0;TQCB;Т+: Облигации - безадрес.;19.09.2025;;;;0;0;;0;0;;;19.09.2025;0,01;0,1;32;339;371;13.09.2024;1000;;13.09.2024;False;339;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;101,75;1017,5;0;2035;0;2035;0;2035;100;;;;;100;100;1
RU000A109FF3;ВТБС1-1285;Банк ВТБ С-1-1285(структурные);Корпоративные облигации;RU000A109FF3;6-1285-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;03.03.2025;;;;1;0;;0;0;;;03.03.2025;0,01;0,05;33;139;172;12.09.2024;1000;Структурные облигации;;False;139;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109FN7;ВТБС1-1292;Банк ВТБ С-1-1292(структурные);Корпоративные облигации;RU000A109FN7;6-1292-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;27.03.2026;;;;1;0;;0;0;;;27.03.2026;0,01;0,15;20;528;548;25.09.2024;1000;Структурные облигации;;False;528;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109FR8;ВТБС1-1295;Банк ВТБ С-1-1295(структурные);Корпоративные облигации;RU000A109FR8;6-1295-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;30.09.2025;;;;1;0;1;0;0;;;30.09.2025;0,01;0,1;19;350;369;26.09.2024;1000;Структурные облигации;;False;350;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
RU000A109FW8;ВТБС1-1300;Банк ВТБ С-1-1300(структурные);Корпоративные облигации;RU000A109FW8;6-1300-01000-B-001P;;1000;RUB;;0;0;OCTR;ОТС: Облигации Т+ - безадресные;06.04.2026;;;;1;0;;0;0;;;06.04.2026;0,01;0,15;12;538;550;03.10.2024;1000;Структурные облигации;;False;538;;Банк ВТБ (публичное акционерное общество);7702070139;1;100;1000;0;2000;0;2000;0;2000;100;;;;;100;100;1
